years,months,days,price
2015,FEBRERO,24,58.66
2015,FEBRERO,25,61.63
2015,FEBRERO,26,60.05
2015,FEBRERO,27,62.58
2015,FEBRERO,28,62.58
2015,MARZO,1,62.58
2015,MARZO,2,59.54
2015,MARZO,3,61.02
2015,MARZO,4,60.55
2015,MARZO,5,60.48
2015,MARZO,6,59.73
2015,MARZO,7,59.73
2015,MARZO,8,59.73
2015,MARZO,9,58.53
2015,MARZO,10,56.39
2015,MARZO,11,57.54
2015,MARZO,12,57.08
2015,MARZO,13,54.67
2015,MARZO,14,54.67
2015,MARZO,15,54.67
2015,MARZO,16,53.44
2015,MARZO,17,53.51
2015,MARZO,18,55.91
2015,MARZO,19,54.43
2015,MARZO,20,55.32
2015,MARZO,21,55.32
2015,MARZO,22,55.32
2015,MARZO,23,55.92
2015,MARZO,24,55.11
2015,MARZO,25,56.48
2015,MARZO,26,59.19
2015,MARZO,27,56.41
2015,MARZO,28,56.41
2015,MARZO,29,56.41
2015,MARZO,30,56.29
2015,MARZO,31,55.11
2015,ABRIL,1,57.1
2015,ABRIL,2,54.95
2015,ABRIL,3,54.95
2015,ABRIL,4,54.95
2015,ABRIL,5,54.95
2015,ABRIL,6,58.12
2015,ABRIL,7,59.1
2015,ABRIL,8,55.55
2015,ABRIL,9,56.57
2015,ABRIL,10,57.87
2015,ABRIL,11,57.87
2015,ABRIL,12,57.87
2015,ABRIL,13,57.93
2015,ABRIL,14,58.43
2015,ABRIL,15,60.32
2015,ABRIL,16,63.98
2015,ABRIL,17,63.45
2015,ABRIL,18,63.45
2015,ABRIL,19,63.45
2015,ABRIL,20,63.45
2015,ABRIL,21,62.08
2015,ABRIL,22,62.73
2015,ABRIL,23,64.85
2015,ABRIL,24,65.28
2015,ABRIL,25,65.28
2015,ABRIL,26,65.28
2015,ABRIL,27,64.83
2015,ABRIL,28,64.64
2015,ABRIL,29,65.84
2015,ABRIL,30,66.78
2015,MAYO,1,66.46
2015,MAYO,2,66.46
2015,MAYO,3,66.46
2015,MAYO,4,66.45
2015,MAYO,5,67.52
2015,MAYO,6,67.77
2015,MAYO,7,65.54
2015,MAYO,8,65.39
2015,MAYO,9,65.39
2015,MAYO,10,65.39
2015,MAYO,11,64.91
2015,MAYO,12,66.86
2015,MAYO,13,66.81
2015,MAYO,14,66.59
2015,MAYO,15,66.81
2015,MAYO,16,66.81
2015,MAYO,17,66.81
2015,MAYO,18,66.27
2015,MAYO,19,64.02
2015,MAYO,20,65.03
2015,MAYO,21,66.54
2015,MAYO,22,65.37
2015,MAYO,23,65.37
2015,MAYO,24,65.37
2015,MAYO,25,65.52
2015,MAYO,26,63.72
2015,MAYO,27,62.06
2015,MAYO,28,62.58
2015,MAYO,29,65.56
2015,MAYO,30,65.56
2015,MAYO,31,65.56
2015,JUNIO,1,64.88
2015,JUNIO,2,65.49
2015,JUNIO,3,63.8
2015,JUNIO,4,62.03
2015,JUNIO,5,63.31
2015,JUNIO,6,63.31
2015,JUNIO,7,63.31
2015,JUNIO,8,62.69
2015,JUNIO,9,64.88
2015,JUNIO,10,65.7
2015,JUNIO,11,65.11
2015,JUNIO,12,63.87
2015,JUNIO,13,63.87
2015,JUNIO,14,63.87
2015,JUNIO,15,62.61
2015,JUNIO,16,63.7
2015,JUNIO,17,63.87
2015,JUNIO,18,64.26
2015,JUNIO,19,63.02
2015,JUNIO,20,63.02
2015,JUNIO,21,63.02
2015,JUNIO,22,63.34
2015,JUNIO,23,64.45
2015,JUNIO,24,63.49
2015,JUNIO,25,63.2
2015,JUNIO,26,63.26
2015,JUNIO,27,63.26
2015,JUNIO,28,63.26
2015,JUNIO,29,62.01
2015,JUNIO,30,63.59
2015,JULIO,1,62.01
2015,JULIO,2,62.07
2015,JULIO,3,60.32
2015,JULIO,4,60.32
2015,JULIO,5,60.32
2015,JULIO,6,56.54
2015,JULIO,7,56.85
2015,JULIO,8,57.05
2015,JULIO,9,58.61
2015,JULIO,10,58.73
2015,JULIO,11,58.73
2015,JULIO,12,58.73
2015,JULIO,13,57.85
2015,JULIO,14,58.51
2015,JULIO,15,57.05
2015,JULIO,16,57.51
2015,JULIO,17,57.1
2015,JULIO,18,57.1
2015,JULIO,19,57.1
2015,JULIO,20,56.65
2015,JULIO,21,57.04
2015,JULIO,22,56.13
2015,JULIO,23,55.27
2015,JULIO,24,54.62
2015,JULIO,25,54.62
2015,JULIO,26,54.62
2015,JULIO,27,53.47
2015,JULIO,28,53.3
2015,JULIO,29,53.38
2015,JULIO,30,53.31
2015,JULIO,31,52.21
2015,AGOSTO,1,52.21
2015,AGOSTO,2,52.21
2015,AGOSTO,3,49.52
2015,AGOSTO,4,49.99
2015,AGOSTO,5,49.59
2015,AGOSTO,6,49.52
2015,AGOSTO,7,48.61
2015,AGOSTO,8,48.61
2015,AGOSTO,9,48.61
2015,AGOSTO,10,50.41
2015,AGOSTO,11,49.18
2015,AGOSTO,12,49.66
2015,AGOSTO,13,49.22
2015,AGOSTO,14,49.03
2015,AGOSTO,15,49.03
2015,AGOSTO,16,49.03
2015,AGOSTO,17,48.74
2015,AGOSTO,18,48.81
2015,AGOSTO,19,47.16
2015,AGOSTO,20,46.62
2015,AGOSTO,21,45.46
2015,AGOSTO,22,45.46
2015,AGOSTO,23,45.46
2015,AGOSTO,24,42.69
2015,AGOSTO,25,43.21
2015,AGOSTO,26,43.14
2015,AGOSTO,27,47.56
2015,AGOSTO,28,50.05
2015,AGOSTO,29,50.05
2015,AGOSTO,30,50.05
2015,AGOSTO,31,54.15
2015,SEPTIEMBRE,1,49.56
2015,SEPTIEMBRE,2,50.5
2015,SEPTIEMBRE,3,50.68
2015,SEPTIEMBRE,4,49.61
2015,SEPTIEMBRE,5,49.61
2015,SEPTIEMBRE,6,49.61
2015,SEPTIEMBRE,7,47.63
2015,SEPTIEMBRE,8,49.52
2015,SEPTIEMBRE,9,47.58
2015,SEPTIEMBRE,10,48.89
2015,SEPTIEMBRE,11,48.14
2015,SEPTIEMBRE,12,48.14
2015,SEPTIEMBRE,13,48.14
2015,SEPTIEMBRE,14,46.37
2015,SEPTIEMBRE,15,46.63
2015,SEPTIEMBRE,16,49.75
2015,SEPTIEMBRE,17,49.08
2015,SEPTIEMBRE,18,47.47
2015,SEPTIEMBRE,19,47.47
2015,SEPTIEMBRE,20,47.47
2015,SEPTIEMBRE,21,48.92
2015,SEPTIEMBRE,22,49.08
2015,SEPTIEMBRE,23,47.75
2015,SEPTIEMBRE,24,48.17
2015,SEPTIEMBRE,25,48.6
2015,SEPTIEMBRE,26,48.6
2015,SEPTIEMBRE,27,48.6
2015,SEPTIEMBRE,28,47.34
2015,SEPTIEMBRE,29,48.23
2015,SEPTIEMBRE,30,48.37
2015,OCTUBRE,1,47.69
2015,OCTUBRE,2,48.13
2015,OCTUBRE,3,48.13
2015,OCTUBRE,4,48.13
2015,OCTUBRE,5,49.25
2015,OCTUBRE,6,51.92
2015,OCTUBRE,7,51.33
2015,OCTUBRE,8,53.05
2015,OCTUBRE,9,52.65
2015,OCTUBRE,10,52.65
2015,OCTUBRE,11,52.65
2015,OCTUBRE,12,49.86
2015,OCTUBRE,13,49.24
2015,OCTUBRE,14,49.15
2015,OCTUBRE,15,48.71
2015,OCTUBRE,16,50.46
2015,OCTUBRE,17,50.46
2015,OCTUBRE,18,50.46
2015,OCTUBRE,19,48.61
2015,OCTUBRE,20,48.71
2015,OCTUBRE,21,47.85
2015,OCTUBRE,22,48.08
2015,OCTUBRE,23,47.99
2015,OCTUBRE,24,47.99
2015,OCTUBRE,25,47.99
2015,OCTUBRE,26,47.54
2015,OCTUBRE,27,46.81
2015,OCTUBRE,28,49.05
2015,OCTUBRE,29,48.8
2015,OCTUBRE,30,49.56
2015,OCTUBRE,31,49.56
2015,NOVIEMBRE,1,49.56
2015,NOVIEMBRE,2,48.79
2015,NOVIEMBRE,3,50.54
2015,NOVIEMBRE,4,48.58
2015,NOVIEMBRE,5,47.98
2015,NOVIEMBRE,6,47.42
2015,NOVIEMBRE,7,47.42
2015,NOVIEMBRE,8,47.42
2015,NOVIEMBRE,9,47.19
2015,NOVIEMBRE,10,47.44
2015,NOVIEMBRE,11,45.81
2015,NOVIEMBRE,12,44.06
2015,NOVIEMBRE,13,43.61
2015,NOVIEMBRE,14,43.61
2015,NOVIEMBRE,15,43.61
2015,NOVIEMBRE,16,44.56
2015,NOVIEMBRE,17,43.57
2015,NOVIEMBRE,18,44.14
2015,NOVIEMBRE,19,44.18
2015,NOVIEMBRE,20,44.66
2015,NOVIEMBRE,21,44.66
2015,NOVIEMBRE,22,44.66
2015,NOVIEMBRE,23,44.83
2015,NOVIEMBRE,24,46.12
2015,NOVIEMBRE,25,46.17
2015,NOVIEMBRE,26,45.46
2015,NOVIEMBRE,27,44.86
2015,NOVIEMBRE,28,44.86
2015,NOVIEMBRE,29,44.86
2015,NOVIEMBRE,30,44.61
2015,DICIEMBRE,1,44.44
2015,DICIEMBRE,2,42.49
2015,DICIEMBRE,3,43.84
2015,DICIEMBRE,4,43
2015,DICIEMBRE,5,43
2015,DICIEMBRE,6,43
2015,DICIEMBRE,7,40.73
2015,DICIEMBRE,8,40.26
2015,DICIEMBRE,9,40.11
2015,DICIEMBRE,10,39.73
2015,DICIEMBRE,11,37.93
2015,DICIEMBRE,12,37.93
2015,DICIEMBRE,13,37.93
2015,DICIEMBRE,14,37.92
2015,DICIEMBRE,15,38.45
2015,DICIEMBRE,16,37.19
2015,DICIEMBRE,17,37.06
2015,DICIEMBRE,18,36.88
2015,DICIEMBRE,19,36.88
2015,DICIEMBRE,20,36.88
2015,DICIEMBRE,21,36.35
2015,DICIEMBRE,22,36.11
2015,DICIEMBRE,23,37.36
2015,DICIEMBRE,24,37.89
2015,DICIEMBRE,25,37.89
2015,DICIEMBRE,26,37.89
2015,DICIEMBRE,27,37.89
2015,DICIEMBRE,28,36.62
2015,DICIEMBRE,29,37.79
2015,DICIEMBRE,30,36.46
2015,DICIEMBRE,31,37.28
2016,ENERO,1,37.28
2016,ENERO,2,37.28
2016,ENERO,3,37.28
2016,ENERO,4,37.22
2016,ENERO,5,36.42
2016,ENERO,6,34.23
2016,ENERO,7,33.75
2016,ENERO,8,33.55
2016,ENERO,9,33.55
2016,ENERO,10,33.55
2016,ENERO,11,31.55
2016,ENERO,12,30.86
2016,ENERO,13,30.31
2016,ENERO,14,31.03
2016,ENERO,15,28.94
2016,ENERO,16,28.94
2016,ENERO,17,28.94
2016,ENERO,18,28.55
2016,ENERO,19,28.76
2016,ENERO,20,27.88
2016,ENERO,21,29.25
2016,ENERO,22,32.18
2016,ENERO,23,32.18
2016,ENERO,24,32.18
2016,ENERO,25,30.5
2016,ENERO,26,31.8
2016,ENERO,27,33.1
2016,ENERO,28,33.89
2016,ENERO,29,34.74
2016,ENERO,30,34.74
2016,ENERO,31,34.74
2016,FEBRERO,1,34.24
2016,FEBRERO,2,32.72
2016,FEBRERO,3,35.04
2016,FEBRERO,4,34.46
2016,FEBRERO,5,34.06
2016,FEBRERO,6,34.06
2016,FEBRERO,7,34.06
2016,FEBRERO,8,32.88
2016,FEBRERO,9,30.32
2016,FEBRERO,10,30.84
2016,FEBRERO,11,30.06
2016,FEBRERO,12,33.36
2016,FEBRERO,13,33.36
2016,FEBRERO,14,33.36
2016,FEBRERO,15,33.39
2016,FEBRERO,16,32.18
2016,FEBRERO,17,34.5
2016,FEBRERO,18,34.28
2016,FEBRERO,19,33.01
2016,FEBRERO,20,33.01
2016,FEBRERO,21,33.01
2016,FEBRERO,22,34.69
2016,FEBRERO,23,33.27
2016,FEBRERO,24,34.41
2016,FEBRERO,25,35.29
2016,FEBRERO,26,35.1
2016,FEBRERO,27,35.1
2016,FEBRERO,28,35.1
2016,FEBRERO,29,35.97
2016,MARZO,1,36.81
2016,MARZO,2,36.93
2016,MARZO,3,37.07
2016,MARZO,4,38.72
2016,MARZO,5,38.72
2016,MARZO,6,38.72
2016,MARZO,7,40.84
2016,MARZO,8,39.65
2016,MARZO,9,41.07
2016,MARZO,10,40.05
2016,MARZO,11,40.39
2016,MARZO,12,40.39
2016,MARZO,13,40.39
2016,MARZO,14,39.53
2016,MARZO,15,38.74
2016,MARZO,16,40.33
2016,MARZO,17,41.54
2016,MARZO,18,41.2
2016,MARZO,19,41.2
2016,MARZO,20,41.2
2016,MARZO,21,41.54
2016,MARZO,22,41.79
2016,MARZO,23,40.47
2016,MARZO,24,40.44
2016,MARZO,25,40.44
2016,MARZO,26,40.44
2016,MARZO,27,40.44
2016,MARZO,28,40.27
2016,MARZO,29,39.14
2016,MARZO,30,39.26
2016,MARZO,31,39.6
2016,ABRIL,1,38.67
2016,ABRIL,2,38.67
2016,ABRIL,3,38.67
2016,ABRIL,4,37.69
2016,ABRIL,5,37.87
2016,ABRIL,6,39.84
2016,ABRIL,7,39.43
2016,ABRIL,8,41.94
2016,ABRIL,9,41.94
2016,ABRIL,10,41.94
2016,ABRIL,11,42.83
2016,ABRIL,12,44.69
2016,ABRIL,13,44.18
2016,ABRIL,14,43.84
2016,ABRIL,15,43.1
2016,ABRIL,16,43.1
2016,ABRIL,17,43.1
2016,ABRIL,18,42.91
2016,ABRIL,19,44.03
2016,ABRIL,20,45.8
2016,ABRIL,21,44.53
2016,ABRIL,22,45.11
2016,ABRIL,23,45.11
2016,ABRIL,24,45.11
2016,ABRIL,25,44.48
2016,ABRIL,26,45.74
2016,ABRIL,27,47.18
2016,ABRIL,28,48.14
2016,ABRIL,29,48.13
2016,ABRIL,30,48.13
2016,MAYO,1,48.13
2016,MAYO,2,45.83
2016,MAYO,3,44.97
2016,MAYO,4,44.62
2016,MAYO,5,45.01
2016,MAYO,6,45.37
2016,MAYO,7,45.37
2016,MAYO,8,45.37
2016,MAYO,9,43.63
2016,MAYO,10,45.52
2016,MAYO,11,47.6
2016,MAYO,12,48.08
2016,MAYO,13,47.83
2016,MAYO,14,47.83
2016,MAYO,15,47.83
2016,MAYO,16,48.97
2016,MAYO,17,49.28
2016,MAYO,18,48.93
2016,MAYO,19,48.81
2016,MAYO,20,48.72
2016,MAYO,21,48.72
2016,MAYO,22,48.72
2016,MAYO,23,48.35
2016,MAYO,24,48.61
2016,MAYO,25,49.74
2016,MAYO,26,49.59
2016,MAYO,27,49.32
2016,MAYO,28,49.32
2016,MAYO,29,49.32
2016,MAYO,30,49.76
2016,MAYO,31,49.69
2016,JUNIO,1,49.72
2016,JUNIO,2,50.04
2016,JUNIO,3,49.64
2016,JUNIO,4,49.64
2016,JUNIO,5,49.64
2016,JUNIO,6,50.55
2016,JUNIO,7,51.44
2016,JUNIO,8,52.51
2016,JUNIO,9,51.95
2016,JUNIO,10,50.54
2016,JUNIO,11,50.54
2016,JUNIO,12,50.54
2016,JUNIO,13,50.35
2016,JUNIO,14,49.83
2016,JUNIO,15,48.97
2016,JUNIO,16,47.19
2016,JUNIO,17,49.17
2016,JUNIO,18,49.17
2016,JUNIO,19,49.17
2016,JUNIO,20,50.65
2016,JUNIO,21,50.62
2016,JUNIO,22,49.88
2016,JUNIO,23,50.91
2016,JUNIO,24,48.41
2016,JUNIO,25,48.41
2016,JUNIO,26,48.41
2016,JUNIO,27,47.16
2016,JUNIO,28,48.58
2016,JUNIO,29,50.61
2016,JUNIO,30,49.68
2016,JULIO,1,50.35
2016,JULIO,2,50.35
2016,JULIO,3,50.35
2016,JULIO,4,50.1
2016,JULIO,5,47.96
2016,JULIO,6,48.8
2016,JULIO,7,46.4
2016,JULIO,8,46.76
2016,JULIO,9,46.76
2016,JULIO,10,46.76
2016,JULIO,11,46.25
2016,JULIO,12,48.47
2016,JULIO,13,46.26
2016,JULIO,14,47.37
2016,JULIO,15,47.61
2016,JULIO,16,47.61
2016,JULIO,17,47.61
2016,JULIO,18,46.96
2016,JULIO,19,46.66
2016,JULIO,20,47.17
2016,JULIO,21,46.2
2016,JULIO,22,45.69
2016,JULIO,23,45.69
2016,JULIO,24,45.69
2016,JULIO,25,44.72
2016,JULIO,26,44.87
2016,JULIO,27,43.47
2016,JULIO,28,42.7
2016,JULIO,29,42.46
2016,JULIO,30,42.46
2016,JULIO,31,42.46
2016,AGOSTO,1,42.14
2016,AGOSTO,2,41.8
2016,AGOSTO,3,43.1
2016,AGOSTO,4,44.29
2016,AGOSTO,5,44.27
2016,AGOSTO,6,44.27
2016,AGOSTO,7,44.27
2016,AGOSTO,8,45.39
2016,AGOSTO,9,44.98
2016,AGOSTO,10,44.05
2016,AGOSTO,11,46.04
2016,AGOSTO,12,46.97
2016,AGOSTO,13,46.97
2016,AGOSTO,14,46.97
2016,AGOSTO,15,48.35
2016,AGOSTO,16,49.23
2016,AGOSTO,17,49.85
2016,AGOSTO,18,50.89
2016,AGOSTO,19,50.88
2016,AGOSTO,20,50.88
2016,AGOSTO,21,50.88
2016,AGOSTO,22,49.16
2016,AGOSTO,23,49.96
2016,AGOSTO,24,49.05
2016,AGOSTO,25,49.67
2016,AGOSTO,26,49.92
2016,AGOSTO,27,49.92
2016,AGOSTO,28,49.92
2016,AGOSTO,29,49.26
2016,AGOSTO,30,48.37
2016,AGOSTO,31,47.04
2016,SEPTIEMBRE,1,45.45
2016,SEPTIEMBRE,2,46.83
2016,SEPTIEMBRE,3,46.83
2016,SEPTIEMBRE,4,46.83
2016,SEPTIEMBRE,5,47.63
2016,SEPTIEMBRE,6,47.26
2016,SEPTIEMBRE,7,47.98
2016,SEPTIEMBRE,8,49.99
2016,SEPTIEMBRE,9,48.01
2016,SEPTIEMBRE,10,48.01
2016,SEPTIEMBRE,11,48.01
2016,SEPTIEMBRE,12,48.32
2016,SEPTIEMBRE,13,47.1
2016,SEPTIEMBRE,14,45.85
2016,SEPTIEMBRE,15,46.59
2016,SEPTIEMBRE,16,45.77
2016,SEPTIEMBRE,17,45.77
2016,SEPTIEMBRE,18,45.77
2016,SEPTIEMBRE,19,45.95
2016,SEPTIEMBRE,20,45.88
2016,SEPTIEMBRE,21,46.83
2016,SEPTIEMBRE,22,47.65
2016,SEPTIEMBRE,23,45.89
2016,SEPTIEMBRE,24,45.89
2016,SEPTIEMBRE,25,45.89
2016,SEPTIEMBRE,26,47.35
2016,SEPTIEMBRE,27,45.97
2016,SEPTIEMBRE,28,48.69
2016,SEPTIEMBRE,29,49.24
2016,SEPTIEMBRE,30,49.06
2016,OCTUBRE,1,49.06
2016,OCTUBRE,2,49.06
2016,OCTUBRE,3,50.89
2016,OCTUBRE,4,50.87
2016,OCTUBRE,5,51.86
2016,OCTUBRE,6,52.51
2016,OCTUBRE,7,51.93
2016,OCTUBRE,8,51.93
2016,OCTUBRE,9,51.93
2016,OCTUBRE,10,53.14
2016,OCTUBRE,11,52.41
2016,OCTUBRE,12,51.81
2016,OCTUBRE,13,52.03
2016,OCTUBRE,14,51.95
2016,OCTUBRE,15,51.95
2016,OCTUBRE,16,51.95
2016,OCTUBRE,17,51.52
2016,OCTUBRE,18,51.68
2016,OCTUBRE,19,52.67
2016,OCTUBRE,20,51.38
2016,OCTUBRE,21,51.78
2016,OCTUBRE,22,51.78
2016,OCTUBRE,23,51.78
2016,OCTUBRE,24,51.46
2016,OCTUBRE,25,50.79
2016,OCTUBRE,26,49.98
2016,OCTUBRE,27,50.47
2016,OCTUBRE,28,49.71
2016,OCTUBRE,29,49.71
2016,OCTUBRE,30,49.71
2016,OCTUBRE,31,48.3
2016,NOVIEMBRE,1,48.14
2016,NOVIEMBRE,2,46.86
2016,NOVIEMBRE,3,46.35
2016,NOVIEMBRE,4,45.58
2016,NOVIEMBRE,5,45.58
2016,NOVIEMBRE,6,45.58
2016,NOVIEMBRE,7,46.15
2016,NOVIEMBRE,8,46.04
2016,NOVIEMBRE,9,46.36
2016,NOVIEMBRE,10,45.84
2016,NOVIEMBRE,11,44.75
2016,NOVIEMBRE,12,44.75
2016,NOVIEMBRE,13,44.75
2016,NOVIEMBRE,14,44.43
2016,NOVIEMBRE,15,46.95
2016,NOVIEMBRE,16,46.63
2016,NOVIEMBRE,17,46.49
2016,NOVIEMBRE,18,46.86
2016,NOVIEMBRE,19,46.86
2016,NOVIEMBRE,20,46.86
2016,NOVIEMBRE,21,48.9
2016,NOVIEMBRE,22,49.12
2016,NOVIEMBRE,23,48.95
2016,NOVIEMBRE,24,49
2016,NOVIEMBRE,25,47.24
2016,NOVIEMBRE,26,47.24
2016,NOVIEMBRE,27,47.24
2016,NOVIEMBRE,28,48.24
2016,NOVIEMBRE,29,46.38
2016,NOVIEMBRE,30,50.47
2016,DICIEMBRE,1,53.94
2016,DICIEMBRE,2,54.46
2016,DICIEMBRE,3,54.46
2016,DICIEMBRE,4,54.46
2016,DICIEMBRE,5,54.94
2016,DICIEMBRE,6,53.93
2016,DICIEMBRE,7,53
2016,DICIEMBRE,8,53.89
2016,DICIEMBRE,9,54.33
2016,DICIEMBRE,10,54.33
2016,DICIEMBRE,11,54.33
2016,DICIEMBRE,12,55.69
2016,DICIEMBRE,13,55.72
2016,DICIEMBRE,14,53.9
2016,DICIEMBRE,15,54.02
2016,DICIEMBRE,16,55.21
2016,DICIEMBRE,17,55.21
2016,DICIEMBRE,18,55.21
2016,DICIEMBRE,19,54.92
2016,DICIEMBRE,20,55.35
2016,DICIEMBRE,21,54.46
2016,DICIEMBRE,22,55.05
2016,DICIEMBRE,23,55.16
2016,DICIEMBRE,24,55.16
2016,DICIEMBRE,25,55.16
2016,DICIEMBRE,26,55.16
2016,DICIEMBRE,27,56.09
2016,DICIEMBRE,28,56.22
2016,DICIEMBRE,29,56.14
2016,DICIEMBRE,30,56.82
2016,DICIEMBRE,31,56.82
2017,ENERO,1,56.82
2017,ENERO,2,56.82
2017,ENERO,3,55.47
2017,ENERO,4,56.46
2017,ENERO,5,56.89
2017,ENERO,6,57.1
2017,ENERO,7,57.1
2017,ENERO,8,57.1
2017,ENERO,9,54.94
2017,ENERO,10,53.64
2017,ENERO,11,55.1
2017,ENERO,12,56.01
2017,ENERO,13,55.45
2017,ENERO,14,55.45
2017,ENERO,15,55.45
2017,ENERO,16,55.86
2017,ENERO,17,55.47
2017,ENERO,18,53.92
2017,ENERO,19,54.16
2017,ENERO,20,55.49
2017,ENERO,21,55.49
2017,ENERO,22,55.49
2017,ENERO,23,55.23
2017,ENERO,24,55.44
2017,ENERO,25,55.08
2017,ENERO,26,56.24
2017,ENERO,27,55.52
2017,ENERO,28,55.52
2017,ENERO,29,55.52
2017,ENERO,30,55.23
2017,ENERO,31,55.7
2017,FEBRERO,1,56.8
2017,FEBRERO,2,56.56
2017,FEBRERO,3,56.81
2017,FEBRERO,4,56.81
2017,FEBRERO,5,56.81
2017,FEBRERO,6,55.72
2017,FEBRERO,7,55.05
2017,FEBRERO,8,55.12
2017,FEBRERO,9,55.63
2017,FEBRERO,10,56.7
2017,FEBRERO,11,56.7
2017,FEBRERO,12,56.7
2017,FEBRERO,13,55.59
2017,FEBRERO,14,55.97
2017,FEBRERO,15,55.75
2017,FEBRERO,16,55.65
2017,FEBRERO,17,55.81
2017,FEBRERO,18,55.81
2017,FEBRERO,19,55.81
2017,FEBRERO,20,56.18
2017,FEBRERO,21,56.66
2017,FEBRERO,22,55.84
2017,FEBRERO,23,56.58
2017,FEBRERO,24,55.99
2017,FEBRERO,25,55.99
2017,FEBRERO,26,55.99
2017,FEBRERO,27,55.93
2017,FEBRERO,28,55.59
2017,MARZO,1,56.36
2017,MARZO,2,55.08
2017,MARZO,3,55.9
2017,MARZO,4,55.9
2017,MARZO,5,55.9
2017,MARZO,6,56.01
2017,MARZO,7,55.92
2017,MARZO,8,53.11
2017,MARZO,9,52.19
2017,MARZO,10,51.37
2017,MARZO,11,51.37
2017,MARZO,12,51.37
2017,MARZO,13,51.35
2017,MARZO,14,50.92
2017,MARZO,15,51.81
2017,MARZO,16,51.74
2017,MARZO,17,51.76
2017,MARZO,18,51.76
2017,MARZO,19,51.76
2017,MARZO,20,51.62
2017,MARZO,21,50.96
2017,MARZO,22,50.64
2017,MARZO,23,50.56
2017,MARZO,24,50.8
2017,MARZO,25,50.8
2017,MARZO,26,50.8
2017,MARZO,27,50.75
2017,MARZO,28,51.33
2017,MARZO,29,52.42
2017,MARZO,30,52.96
2017,MARZO,31,52.83
2017,ABRIL,1,52.83
2017,ABRIL,2,52.83
2017,ABRIL,3,53.12
2017,ABRIL,4,54.17
2017,ABRIL,5,54.36
2017,ABRIL,6,54.89
2017,ABRIL,7,55.24
2017,ABRIL,8,55.24
2017,ABRIL,9,55.24
2017,ABRIL,10,55.98
2017,ABRIL,11,56.23
2017,ABRIL,12,55.86
2017,ABRIL,13,55.89
2017,ABRIL,14,55.89
2017,ABRIL,15,55.89
2017,ABRIL,16,55.89
2017,ABRIL,17,55.36
2017,ABRIL,18,54.89
2017,ABRIL,19,52.93
2017,ABRIL,20,52.99
2017,ABRIL,21,51.96
2017,ABRIL,22,51.96
2017,ABRIL,23,51.96
2017,ABRIL,24,51.6
2017,ABRIL,25,52.1
2017,ABRIL,26,51.82
2017,ABRIL,27,51.44
2017,ABRIL,28,51.73
2017,ABRIL,29,51.73
2017,ABRIL,30,51.73
2017,MAYO,1,51.52
2017,MAYO,2,50.46
2017,MAYO,3,50.79
2017,MAYO,4,48.38
2017,MAYO,5,49.1
2017,MAYO,6,49.1
2017,MAYO,7,49.1
2017,MAYO,8,49.34
2017,MAYO,9,48.73
2017,MAYO,10,50.22
2017,MAYO,11,50.77
2017,MAYO,12,50.84
2017,MAYO,13,50.84
2017,MAYO,14,50.84
2017,MAYO,15,51.82
2017,MAYO,16,51.65
2017,MAYO,17,52.21
2017,MAYO,18,52.51
2017,MAYO,19,53.61
2017,MAYO,20,53.61
2017,MAYO,21,53.61
2017,MAYO,22,53.87
2017,MAYO,23,54.15
2017,MAYO,24,53.96
2017,MAYO,25,51.46
2017,MAYO,26,52.15
2017,MAYO,27,52.15
2017,MAYO,28,52.15
2017,MAYO,29,52.29
2017,MAYO,30,51.84
2017,MAYO,31,50.31
2017,JUNIO,1,50.63
2017,JUNIO,2,49.95
2017,JUNIO,3,49.95
2017,JUNIO,4,49.95
2017,JUNIO,5,49.47
2017,JUNIO,6,50.12
2017,JUNIO,7,48.06
2017,JUNIO,8,47.86
2017,JUNIO,9,48.15
2017,JUNIO,10,48.15
2017,JUNIO,11,48.15
2017,JUNIO,12,48.29
2017,JUNIO,13,48.72
2017,JUNIO,14,47
2017,JUNIO,15,46.92
2017,JUNIO,16,47.37
2017,JUNIO,17,47.37
2017,JUNIO,18,47.37
2017,JUNIO,19,46.91
2017,JUNIO,20,46.02
2017,JUNIO,21,44.82
2017,JUNIO,22,45.22
2017,JUNIO,23,45.54
2017,JUNIO,24,45.54
2017,JUNIO,25,45.54
2017,JUNIO,26,45.83
2017,JUNIO,27,46.65
2017,JUNIO,28,47.31
2017,JUNIO,29,47.42
2017,JUNIO,30,47.92
2017,JULIO,1,47.92
2017,JULIO,2,47.92
2017,JULIO,3,49.68
2017,JULIO,4,49.61
2017,JULIO,5,47.79
2017,JULIO,6,48.11
2017,JULIO,7,46.71
2017,JULIO,8,46.71
2017,JULIO,9,46.71
2017,JULIO,10,46.88
2017,JULIO,11,47.52
2017,JULIO,12,47.74
2017,JULIO,13,48.42
2017,JULIO,14,48.91
2017,JULIO,15,48.91
2017,JULIO,16,48.91
2017,JULIO,17,48.42
2017,JULIO,18,48.84
2017,JULIO,19,49.7
2017,JULIO,20,49.3
2017,JULIO,21,48.06
2017,JULIO,22,48.06
2017,JULIO,23,48.06
2017,JULIO,24,48.6
2017,JULIO,25,50.2
2017,JULIO,26,50.97
2017,JULIO,27,51.49
2017,JULIO,28,52.52
2017,JULIO,29,52.52
2017,JULIO,30,52.52
2017,JULIO,31,52.65
2017,AGOSTO,1,51.78
2017,AGOSTO,2,52.36
